#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_001045625.1_JSAJ01000018.1_85225_85816_comp         -            196 Peptidase_M23        PF01551.25    96     1e-26   95.5   0.9   1   1     3e-29   1.6e-26   94.9   0.9     2    91    79   170    78   178 0.93 -
GCA_000570655.1_KK040405.1_119994_120585_comp           -            196 Peptidase_M23        PF01551.25    96     1e-26   95.5   0.9   1   1     3e-29   1.6e-26   94.9   0.9     2    91    79   170    78   178 0.93 -
GCA_003420245.1_BDYC01000001.1_144778_145369_comp       -            196 Peptidase_M23        PF01551.25    96     1e-26   95.5   0.9   1   1     3e-29   1.6e-26   94.9   0.9     2    91    79   170    78   178 0.93 -
GCA_011027375.1_JAAJDF010000002.1_67944_68535_comp      -            196 Peptidase_M23        PF01551.25    96   1.1e-26   95.5   0.9   1   1     3e-29   1.6e-26   94.9   0.9     2    91    79   170    78   178 0.93 -
GCA_015541205.1_DACKMQ010000003.1_126159_126750_revcomp -            196 Peptidase_M23        PF01551.25    96   1.1e-26   95.5   0.9   1   1     3e-29   1.6e-26   94.9   0.9     2    91    79   170    78   178 0.93 -
GCA_002208805.2_CP022096.2_934366_935707_comp           -            446 Peptidase_M23        PF01551.25    96   1.3e-26   95.2   1.5   1   1     7e-29   3.7e-26   93.8   1.5     2    96   232   332   231   332 0.91 -
GCA_015605125.1_DACMVR010000005.1_85735_86332_revcomp   -            198 Peptidase_M23        PF01551.25    96   1.4e-26   95.1   1.0   1   1   3.9e-29     2e-26   94.6   1.0     2    91    81   172    80   180 0.93 -
GCA_002208805.2_CP022096.2_951310_952684_revcomp        -            457 Peptidase_M23        PF01551.25    96   1.6e-26   94.9   1.3   1   1   8.6e-29   4.5e-26   93.5   1.3     2    89   241   330   240   341 0.90 -
GCA_007678585.1_VEEV01000002.1_267627_269001_revcomp    -            457 Peptidase_M23        PF01551.25    96   1.9e-26   94.7   1.3   1   1   8.6e-29   4.5e-26   93.5   1.3     2    89   241   330   240   341 0.90 -
GCA_001349735.1_CVKE01000004.1_152294_153260_revcomp    -            321 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   214   308   213   314 0.87 -
GCA_000570655.1_KK040405.1_196634_197603_comp           -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_001045625.1_JSAJ01000018.1_168462_169431_comp       -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_002121895.1_NDNZ01000095.1_26550_27519_revcomp      -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_003420245.1_BDYC01000011.1_3110_4079_comp           -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_009660805.1_WJTZ01000003.1_209372_210341_revcomp    -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_011292525.1_JAANUA010000027.1_2986_3955_revcomp     -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_014728415.1_CP049572.1_322422_323391_comp           -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_014835825.1_VUIC01000014.1_168161_169130_comp       -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_015541205.1_DACKMQ010000025.1_3039_4008_revcomp     -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_015579895.1_DACLQT010000002.1_368169_369138_revcomp -            322 Peptidase_M23        PF01551.25    96   2.1e-26   94.5   2.0   1   1     4e-29   2.1e-26   94.5   2.0     2    90   215   309   214   315 0.87 -
GCA_007676625.1_VEKD01000002.1_405259_406675_comp       -            471 Peptidase_M23        PF01551.25    96   2.2e-26   94.5   2.0   1   1     9e-29   4.7e-26   93.4   1.3     2    89   255   344   254   355 0.90 -
GCA_011027375.1_JAAJDF010000095.1_3063_4032_revcomp     -            322 Peptidase_M23        PF01551.25    96   2.3e-26   94.4   2.0   1   1   4.4e-29   2.3e-26   94.4   2.0     2    90   215   309   214   315 0.87 -
GCA_015575795.1_DACLLK010000005.1_143881_144472_comp    -            196 Peptidase_M23        PF01551.25    96   2.5e-26   94.3   0.8   1   1   7.3e-29   3.8e-26   93.7   0.8     2    91    79   170    78   178 0.93 -
GCA_001349735.1_CVKE01000004.1_71943_72534_revcomp      -            196 Peptidase_M23        PF01551.25    96   2.5e-26   94.3   0.7   1   1   7.4e-29   3.9e-26   93.7   0.7     2    91    79   170    78   178 0.92 -
GCA_011292525.1_JAANUA010000018.1_10470_11061_revcomp   -            196 Peptidase_M23        PF01551.25    96   2.6e-26   94.2   0.9   1   1   7.6e-29     4e-26   93.7   0.9     2    91    79   170    78   178 0.93 -
GCA_003387875.1_QKYG01000063.1_46806_48213_comp         -            468 Peptidase_M23        PF01551.25    96   2.8e-26   94.1   0.6   1   1   1.2e-28   6.5e-26   93.0   0.6     2    90   255   345   254   355 0.89 -
GCA_000644195.1_KK234197.1_150062_150653_comp           -            196 Peptidase_M23        PF01551.25    96     3e-26   94.1   0.8   1   1   8.6e-29   4.5e-26   93.5   0.8     2    91    79   170    78   178 0.93 -
GCA_008763395.1_VRRB01000023.1_976_1567_revcomp         -            196 Peptidase_M23        PF01551.25    96     3e-26   94.1   0.8   1   1   8.6e-29   4.5e-26   93.5   0.8     2    91    79   170    78   178 0.93 -
GCA_003076375.1_CP016158.1_25342_26518_comp             -            391 Peptidase_M23        PF01551.25    96   3.9e-26   93.7   0.8   1   1   2.3e-28   1.2e-25   92.1   0.8     2    89   176   265   175   276 0.89 -
GCA_001070555.1_JVUF01001521.1_19571_20843_revcomp      -            423 Peptidase_M23        PF01551.25    96   5.1e-26   93.3   0.2   1   1   2.7e-28   1.4e-25   91.9   0.2     3    96   324   417   323   417 0.98 -
GCA_900125005.1_FQEJ01000005.1_192002_192593_comp       -            196 Peptidase_M23        PF01551.25    96   7.2e-26   92.8   0.8   1   1   2.1e-28   1.1e-25   92.2   0.8     2    91    79   170    78   178 0.92 -
GCA_003041795.1_PZGI01000008.1_512_1445_revcomp         -            310 Peptidase_M23        PF01551.25    96   8.1e-26   92.7   0.7   1   1   3.2e-28   1.7e-25   91.7   0.7     2    89    87   176    86   187 0.91 -
GCA_009660805.1_WJTZ01000003.1_128567_129158_revcomp    -            196 Peptidase_M23        PF01551.25    96   8.8e-26   92.6   0.9   1   1   2.6e-28   1.3e-25   92.0   0.9     2    91    79   170    78   178 0.92 -
GCA_900187005.1_LT906464.1_1934871_1935432_comp         -            186 Peptidase_M23        PF01551.25    96   1.3e-25   92.0   0.5   1   1   3.3e-28   1.7e-25   91.6   0.5     2    90    67   161    66   167 0.88 -
GCA_001073525.1_JVAP01000396.1_23703_24546_comp         -            280 Peptidase_M23        PF01551.25    96   1.7e-25   91.6   0.7   1   1   6.6e-28   3.4e-25   90.7   0.7     4    96   182   274   179   274 0.96 -
GCA_001068645.1_JWDI01000022.1_10615_11899_revcomp      -            427 Peptidase_M23        PF01551.25    96     2e-25   91.4   0.2   1   1   9.6e-28     5e-25   90.1   0.2     3    96   328   421   327   421 0.98 -
GCA_002994385.1_MRZH01000011.1_30226_31309_revcomp      -            360 Peptidase_M23        PF01551.25    96   2.1e-25   91.4   2.9   1   1   4.3e-28   2.2e-25   91.3   0.7     2    89   137   226   136   237 0.91 -
GCA_003076375.1_CP016157.1_923086_924169_comp           -            360 Peptidase_M23        PF01551.25    96   2.1e-25   91.4   2.9   1   1   4.3e-28   2.2e-25   91.3   0.7     2    89   137   226   136   237 0.91 -
GCA_001838525.1_KV837425.1_68690_69923_revcomp          -            410 Peptidase_M23        PF01551.25    96   2.2e-25   91.3   3.6   1   1   5.4e-28   2.8e-25   90.9   0.7     2    89   187   276   186   287 0.91 -
GCA_900187005.1_LT906464.1_1673224_1674628_revcomp      -            467 Peptidase_M23        PF01551.25    96   2.4e-25   91.1   0.3   1   1   1.2e-27   6.2e-25   89.8   0.3     2    90   248   338   247   348 0.89 -
GCA_014635045.1_BMCF01000001.1_220406_220988_revcomp    -            193 Peptidase_M23        PF01551.25    96   2.5e-25   91.1   1.0   1   1   6.6e-28   3.4e-25   90.7   1.0     2    91    76   167    75   175 0.93 -
GCA_001073525.1_JVAP01000506.1_127_955_revcomp          -            275 Peptidase_M23        PF01551.25    96   3.4e-25   90.7   2.7   1   1   1.4e-27   7.3e-25   89.6   2.7     9    93    57   143    47   151 0.93 -
GCA_014635045.1_BMCF01000004.1_75651_82680_revcomp      -           2342 Peptidase_M23        PF01551.25    96   4.6e-25   90.2   0.9   1   1   2.9e-26   1.5e-23   85.4   0.6     2    96  1995  2095  1994  2095 0.91 -
GCA_003387875.1_QKYG01000203.1_22281_22839_revcomp      -            185 Peptidase_M23        PF01551.25    96   7.8e-25   89.5   0.1   1   1   2.3e-27   1.2e-24   88.9   0.1     2    90    67   157    66   165 0.92 -
GCA_001838525.1_KV837407.1_14636_19079_revcomp          -           1480 Peptidase_M23        PF01551.25    96   9.4e-25   89.2   2.0   1   1     3e-27   1.6e-24   88.6   0.6     2    89  1115  1204  1114  1213 0.91 -
GCA_007665525.1_VDNJ01000002.1_168516_169089_revcomp    -            190 Peptidase_M23        PF01551.25    96   1.2e-24   88.9   0.4   1   1   3.1e-27   1.6e-24   88.5   0.4     2    90    72   162    71   172 0.89 -
GCA_002208805.2_CP022096.2_1073534_1074077_revcomp      -            180 Peptidase_M23        PF01551.25    96   2.3e-24   88.0   0.9   1   1   7.1e-27   3.7e-24   87.3   0.9     2    89    63   152    62   163 0.91 -
GCA_001073525.1_JVAP01000193.1_8146_8698_comp           -            183 Peptidase_M23        PF01551.25    96   3.9e-24   87.3   0.9   1   1   9.2e-27   4.8e-24   87.0   0.9     2    92    77   171    76   178 0.91 -
GCA_007678585.1_VEEV01000002.1_383628_384171_revcomp    -            180 Peptidase_M23        PF01551.25    96   4.9e-24   87.0   1.5   1   1   1.4e-26   7.6e-24   86.4   1.5     2    90    63   153    62   163 0.91 -
GCA_006680085.1_VFBN01000066.1_91640_92198_revcomp      -            185 Peptidase_M23        PF01551.25    96   7.1e-24   86.4   0.4   1   1   2.1e-26   1.1e-23   85.8   0.4     2    90    67   157    66   165 0.91 -
GCA_007676625.1_VEKD01000002.1_525283_525826_comp       -            180 Peptidase_M23        PF01551.25    96   8.9e-24   86.1   1.4   1   1   2.8e-26   1.5e-23   85.4   1.4     2    91    63   154    62   163 0.91 -
GCA_008385785.1_VUKJ01000018.1_20032_20596_revcomp      -            187 Peptidase_M23        PF01551.25    96   9.3e-24   86.1   0.4   1   1   2.6e-26   1.4e-23   85.5   0.4     2    91    70   161    69   169 0.92 -
GCA_003580835.1_QYJM01000008.1_22549_23197_comp         -            215 Peptidase_M23        PF01551.25    96   2.4e-23   84.7   0.4   1   1   6.4e-26   3.3e-23   84.3   0.4     2    90    98   188    97   198 0.91 -
GCA_003578835.1_QXUH01000047.1_2854_3376_revcomp        -            173 Peptidase_M23        PF01551.25    96   6.8e-23   83.3   0.8   1   1   1.7e-25   8.9e-23   82.9   0.8     2    89    55   144    54   155 0.91 -
GCA_014635045.1_BMCF01000015.1_8693_10718_comp          -            674 Peptidase_M23        PF01551.25    96     7e-23   83.2   0.7   1   1   1.3e-25     7e-23   83.2   0.7     2    88   561   650   560   662 0.90 -
GCA_015638825.1_AAXLCX010000003.1_99426_99984_revcomp   -            185 Peptidase_M23        PF01551.25    96   7.5e-23   83.2   0.1   1   1   2.2e-25   1.2e-22   82.5   0.1     2    89    67   156    66   164 0.91 -
GCA_004166665.1_QHIV01000006.1_64284_64842_comp         -            185 Peptidase_M23        PF01551.25    96   7.7e-23   83.1   0.1   1   1   2.4e-25   1.2e-22   82.5   0.1     2    89    67   156    66   164 0.91 -
GCA_015590585.1_DACMJE010000006.1_93602_94178_comp      -            191 Peptidase_M23        PF01551.25    96   7.8e-23   83.1   0.1   1   1   2.3e-25   1.2e-22   82.5   0.1     2    89    67   156    66   164 0.91 -
GCA_015634165.1_AAXKZS010000015.1_33425_33983_revcomp   -            185 Peptidase_M23        PF01551.25    96   7.8e-23   83.1   0.1   1   1   2.4e-25   1.2e-22   82.5   0.1     2    89    67   156    66   164 0.91 -
GCA_015609545.1_AAXJUB010000005.1_7110_7668_comp        -            185 Peptidase_M23        PF01551.25    96     8e-23   83.1   0.1   1   1   2.4e-25   1.2e-22   82.5   0.1     2    89    67   156    66   164 0.91 -
GCA_006680085.1_VFBN01000080.1_269648_274688_comp       -           1679 Peptidase_M23        PF01551.25    96     3e-22   81.2   2.0   1   1   1.8e-24   9.3e-22   79.7   2.0     2    94  1322  1416  1321  1418 0.94 -
GCA_000683255.1_JIKD01000025.1_58_1987_revcomp          -            642 Peptidase_M23        PF01551.25    96     3e-22   81.2   0.8   1   1   1.9e-24   9.9e-22   79.6   0.8     2    92   282   373   281   382 0.90 -
GCA_002208805.2_CP022096.2_2321497_2326183_comp         -           1561 Peptidase_M23        PF01551.25    96   1.1e-21   79.4   5.2   1   1   4.3e-24   2.3e-21   78.4   2.3     2    91  1196  1286  1195  1298 0.92 -
GCA_015619425.1_DACNQI010000001.1_353102_359327_comp    -           2074 Peptidase_M23        PF01551.25    96   1.2e-21   79.3   0.8   1   1   8.8e-24   4.6e-21   77.4   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_000683255.1_JIKD01000024.1_272_6497_comp            -           2074 Peptidase_M23        PF01551.25    96   1.2e-21   79.3   0.8   1   1   8.8e-24   4.6e-21   77.4   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_002121895.1_NDNZ01000026.1_29242_35467_revcomp      -           2074 Peptidase_M23        PF01551.25    96   1.3e-21   79.2   0.8   1   1   8.8e-24   4.6e-21   77.4   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_000538235.1_KI973776.1_25611_31812_revcomp          -           2066 Peptidase_M23        PF01551.25    96     6e-21   77.1   0.6   1   1   3.9e-23   2.1e-20   75.3   0.6     2    96  1714  1814  1713  1814 0.90 -
GCA_000529315.1_KI971040.1_333526_339727_comp           -           2066 Peptidase_M23        PF01551.25    96   6.1e-21   77.0   0.6   1   1   3.9e-23   2.1e-20   75.3   0.6     2    96  1714  1814  1713  1814 0.90 -
GCA_009457105.1_WAUP01000008.1_15627_21828_revcomp      -           2066 Peptidase_M23        PF01551.25    96   6.1e-21   77.0   0.6   1   1   3.9e-23   2.1e-20   75.3   0.6     2    96  1714  1814  1713  1814 0.90 -
GCA_009660805.1_WJTZ01000004.1_119938_123139_revcomp    -           1066 Peptidase_M23        PF01551.25    96     7e-21   76.8   0.8   1   1   4.1e-23   2.1e-20   75.3   0.8     2    92   706   797   705   806 0.90 -
GCA_014728415.1_CP049572.1_1298349_1300221_revcomp      -            623 Peptidase_M23        PF01551.25    96   7.5e-21   76.7   0.8   1   1   4.3e-23   2.3e-20   75.2   0.8     2    92   263   354   262   363 0.90 -
GCA_002121895.1_NDNZ01000053.1_26_1841_comp             -            604 Peptidase_M23        PF01551.25    96     9e-21   76.5   1.4   1   1   3.1e-23   1.6e-20   75.7   0.2     2    96   242   335   241   335 0.93 -
GCA_013339185.1_JABMFF010000003.1_229614_231807_comp    -            730 Peptidase_M23        PF01551.25    96   9.6e-21   76.4   0.8   1   1   5.5e-23   2.9e-20   74.9   0.8     2    92   370   461   369   470 0.90 -
GCA_000530215.1_CAVH010000066.1_15985_21574_comp        -           1862 Peptidase_M23        PF01551.25    96     1e-20   76.3   0.7   1   1   7.7e-23     4e-20   74.4   0.7     2    92  1502  1593  1501  1602 0.90 -
GCA_900060035.1_FHAV01000022.1_24849_31074_revcomp      -           2074 Peptidase_M23        PF01551.25    96   1.3e-20   76.0   0.7   1   1   8.7e-23   4.6e-20   74.2   0.7     2    92  1714  1805  1713  1814 0.90 -
GCA_011292525.1_JAANUA010000001.1_54093_60318_revcomp   -           2074 Peptidase_M23        PF01551.25    96   1.3e-20   75.9   0.5   1   1   8.8e-23   4.6e-20   74.2   0.5     2    91  1714  1804  1713  1814 0.90 -
GCA_010364195.1_JAAFKS010000005.1_88171_94372_comp      -           2066 Peptidase_M23        PF01551.25    96   1.4e-20   75.9   0.6   1   1   7.7e-23     4e-20   74.4   0.6     2    96  1714  1814  1713  1814 0.90 -
GCA_900125005.1_FQEJ01000002.1_345746_351971_comp       -           2074 Peptidase_M23        PF01551.25    96   1.4e-20   75.9   0.7   1   1   8.7e-23   4.6e-20   74.2   0.7     2    92  1714  1805  1713  1814 0.90 -
GCA_900097755.1_FMOF01000002.1_195943_202168_comp       -           2074 Peptidase_M23        PF01551.25    96   1.4e-20   75.9   0.7   1   1   8.7e-23   4.6e-20   74.2   0.7     2    92  1714  1805  1713  1814 0.90 -
GCA_002097525.1_NAIU01000006.1_10868_15518_revcomp      -           1549 Peptidase_M23        PF01551.25    96   1.7e-20   75.6   0.2   1   1   1.1e-22   5.8e-20   73.9   0.2     2    96  1187  1280  1186  1280 0.93 -
GCA_015579895.1_DACLQT010000012.1_72045_76695_revcomp   -           1549 Peptidase_M23        PF01551.25    96   1.7e-20   75.6   0.2   1   1   1.1e-22   5.8e-20   73.9   0.2     2    96  1187  1280  1186  1280 0.93 -
GCA_000313005.1_AMRE01000034.1_17025_20643_revcomp      -           1205 Peptidase_M23        PF01551.25    96   1.8e-20   75.5   0.8   1   1   1.1e-22   5.7e-20   73.9   0.8     2    92   845   936   844   945 0.90 -
GCA_015716085.1_JADRMA010000004.1_228107_231725_revcomp -           1205 Peptidase_M23        PF01551.25    96   1.8e-20   75.5   0.8   1   1   1.1e-22   5.7e-20   73.9   0.8     2    92   845   936   844   945 0.90 -
GCA_000363645.1_KB822271.1_184652_190877_revcomp        -           2074 Peptidase_M23        PF01551.25    96   1.9e-20   75.5   0.6   1   1   1.3e-22   6.8e-20   73.7   0.6     2    92  1714  1805  1713  1814 0.91 -
GCA_900125005.1_FQEJ01000011.1_11119_15769_comp         -           1549 Peptidase_M23        PF01551.25    96   2.4e-20   75.1   1.2   1   1   7.6e-23     4e-20   74.4   0.2     2    96  1187  1280  1186  1280 0.93 -
GCA_001045625.1_JSAJ01000005.1_236381_241034_revcomp    -           1550 Peptidase_M23        PF01551.25    96   2.5e-20   75.1   1.2   1   1     8e-23   4.2e-20   74.3   0.3     2    96  1188  1281  1187  1281 0.92 -
GCA_903805035.1_CAIHRG010000018.1_11200_15853_revcomp   -           1550 Peptidase_M23        PF01551.25    96   2.8e-20   74.9   0.8   1   1   1.1e-22   5.8e-20   73.9   0.2     2    96  1188  1281  1187  1281 0.93 -
GCA_015608265.1_DACMZG010000001.1_414030_418683_comp    -           1550 Peptidase_M23        PF01551.25    96   2.8e-20   74.9   0.8   1   1   1.1e-22   5.8e-20   73.9   0.2     2    96  1188  1281  1187  1281 0.93 -
GCA_015618265.1_DACNMT010000002.1_183838_190063_revcomp -           2074 Peptidase_M23        PF01551.25    96     3e-20   74.8   0.8   1   1   2.1e-22   1.1e-19   73.0   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_000541615.1_KI977556.1_32972_39197_revcomp          -           2074 Peptidase_M23        PF01551.25    96   3.1e-20   74.8   0.8   1   1   2.1e-22   1.1e-19   73.0   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_000570655.1_KK040390.1_15968_22193_revcomp          -           2074 Peptidase_M23        PF01551.25    96   3.1e-20   74.8   0.8   1   1   2.1e-22   1.1e-19   73.0   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_015605545.1_DACMTP010000012.1_16046_22271_comp      -           2074 Peptidase_M23        PF01551.25    96   3.1e-20   74.8   0.8   1   1   2.1e-22   1.1e-19   73.0   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_002097525.1_NAIU01000207.1_2029_8254_comp           -           2074 Peptidase_M23        PF01551.25    96   3.1e-20   74.8   0.8   1   1   2.1e-22   1.1e-19   73.0   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_903803695.1_CAIHMC010000001.1_15035_21260_comp      -           2074 Peptidase_M23        PF01551.25    96   3.1e-20   74.8   0.8   1   1   2.1e-22   1.1e-19   73.0   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_001047795.1_CVRA01000002.1_226451_232676_revcomp    -           2074 Peptidase_M23        PF01551.25    96   3.1e-20   74.8   0.8   1   1   2.1e-22   1.1e-19   73.0   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_014835825.1_VUIC01000011.1_73861_78511_comp         -           1549 Peptidase_M23        PF01551.25    96   3.3e-20   74.7   1.2   1   1   1.1e-22   5.8e-20   73.9   0.2     2    96  1187  1280  1186  1280 0.93 -
GCA_009660805.1_WJTZ01000015.1_12247_16897_comp         -           1549 Peptidase_M23        PF01551.25    96   3.3e-20   74.7   1.2   1   1   1.1e-22   5.8e-20   73.9   0.2     2    96  1187  1280  1186  1280 0.93 -
GCA_014835825.1_VUIC01000027.1_356491_362716_comp       -           2074 Peptidase_M23        PF01551.25    96   3.5e-20   74.6   0.8   1   1   2.1e-22   1.1e-19   73.0   0.8     2    92  1714  1805  1713  1814 0.90 -
GCA_001349735.1_CVKE01000021.1_29505_35730_revcomp      -           2074 Peptidase_M23        PF01551.25    96   4.4e-20   74.3   0.6   1   1     3e-22   1.6e-19   72.5   0.6     2    92  1714  1805  1713  1814 0.90 -
GCA_903803505.1_CAIHLJ010000001.1_742740_748965_comp    -           2074 Peptidase_M23        PF01551.25    96   4.4e-20   74.3   0.6   1   1     3e-22   1.6e-19   72.5   0.6     2    92  1714  1805  1713  1814 0.90 -
GCA_007665525.1_VDNJ01000001.1_507419_512750_revcomp    -           1776 Peptidase_M23        PF01551.25    96   5.4e-20   74.0   0.1   1   1   3.2e-22   1.7e-19   72.4   0.1     2    96  1451  1545  1450  1545 0.93 -
